name, hazType, meanXdist, meanYdist, meanAngle, meanSLdist, meanXspeed, meanYspeed, medianXdist, medianYdist, medianAngle, medianSLdist, medianXspeed, medianYspeed, stdXdist, stdYdist, stdAngle, stdSLdist, stdXspeed, stdYspeed, minXdist, minYdist, minAngle, minSLdist, minXspeed, minYspeed, maxXdist, maxYdist, maxAngle, maxSLdist, maxXspeed, maxYspeed, rangeXdist, rangeYdist, rangeAngle, rangeSLdist, rangeXspeed, rangeYspeed, skewXdist, skewYdist, skewAngle, skewSLdist, skewXspeed, skewYspeed, kurtXdist, kurtYdist, kurtAngle, kurtSLdist, kurtXspeed, kurtYspeed, cvXdist, cvYdist, cvAngle, cvSLdist, cvXspeed, cvYspeed, madXdist, madYdist, madAngle, madSLdist, madXspeed, madYspeed, action, RT
S11,1,-115.7241,-7.2649,-3.0669,115.9921,16.0879,0,-115.6718,-7.3647,-3.0778,115.9072,16.0824,0,44.9452,0.2685,0.0327,44.8422,0.0508,0.001,-193.5841,-7.428,-3.1035,38.6297,16.0107,-0.0049,-38.1423,-6.117,-2.9826,193.7249,16.2125,0.0038,155.4417,1.311,0.1209,155.0952,0.2018,0.0087,-0.0031,2.5532,0.8895,0.0046,0.5326,0.1151,-1.2003,5.7674,-0.3129,-1.2003,-0.4783,5.5624,-0.3884,-0.037,-0.0107,0.3866,0.0032,-35.6922,57.7157,0.0306,0.0291,57.5833,0.0539,0.0003,2,7.01
S11,2,-79.3745,-14.8373,-2.957,80.7495,16.7785,0,-79.3517,-14.8419,-2.9567,80.7278,16.7917,0,11.1281,2.1926,0.0015,11.3415,0.0547,0.0005,-98.7267,-18.5929,-2.9601,61.2315,16.662,-0.0015,-60.226,-11.0513,-2.9551,100.4623,16.8552,0.0007,38.5008,7.5416,0.005,39.2308,0.1932,0.0022,-0.0051,0.0036,-0.4909,0.0048,-0.5288,-0.9711,-1.1987,-1.2003,-0.9314,-1.1988,-0.9231,1.0734,-0.1402,-0.1478,-0.0005,0.1405,0.0033,-10.5356,14.2853,2.8138,0.0017,14.5591,0.0591,0.0004,1,2.29
S110,0,91.0656,6.4897,0.0853,91.3298,17.0733,0.0003,92.6422,6.9031,0.0744,92.899,17.0494,0.0002,38.5037,0.787,0.0347,38.4329,0.0945,0.0013,21.9876,3.7703,0.0454,22.3085,16.9532,-0.0024,154.4497,7.0115,0.1698,154.6088,17.3119,0.0063,132.4621,3.2412,0.1245,132.3002,0.3586,0.0087,-0.0947,-1.8104,0.793,-0.095,0.8322,2.2299,-1.2005,2.2907,-0.5287,-1.1994,-0.2621,7.8904,0.4228,0.1213,0.4068,0.4208,0.0055,4.1414,49.3738,0.1371,0.033,49.2462,0.089,0.0008,3,6.56
S110,3,55.9781,-17.4767,-0.3027,58.6429,17.8842,-0.0005,56.1175,-17.472,-0.3025,58.7745,17.913,-0.0005,12.9899,4.0408,0.0009,13.6038,0.0448,0.0008,33.4067,-24.408,-0.3052,35.0248,17.7724,-0.0024,77.8951,-10.5227,-0.3017,81.6296,17.9194,0.0008,44.4884,13.8853,0.0034,46.6049,0.1471,0.0032,-0.0287,0.0007,-0.862,-0.0262,-1.123,-0.1335,-1.2168,-1.209,-0.1275,-1.2161,-0.173,-0.921,0.2321,-0.2312,-0.0029,0.232,0.0025,-1.4205,16.807,5.2081,0.0009,17.5954,0.0093,0.001,1,2.53
S110,1,132.0074,6.8472,0.0558,132.1971,16.857,0,131.9989,6.8732,0.052,132.1777,16.8455,-0.0002,35.9712,0.1877,0.0151,35.9267,0.0424,0.0005,69.8542,6.3724,0.0363,70.1443,16.7516,-0.0009,194.2654,7.0627,0.091,194.3937,16.9865,0.0012,124.4112,0.6903,0.0546,124.2494,0.2349,0.0021,0.001,-0.5431,0.6612,0.0017,1.0127,0.4913,-1.1992,-0.7545,-0.6727,-1.1994,1.2749,-0.749,0.2725,0.0274,0.27,0.2718,0.0025,-54.3446,46.2524,0.2411,0.0156,46.1871,0.0201,0.0005,1,5.42
S111,0,97.4923,7.1666,0.0875,97.7963,17.8842,-0.0003,99.1675,7.4797,0.0754,99.4501,17.884,0,39.1096,0.5921,0.0369,39.0116,0.0264,0.001,26.725,4.9504,0.0463,27.1796,17.8392,-0.0041,161.7148,7.4948,0.1832,161.8884,17.9427,0.0009,134.9898,2.5445,0.1368,134.7088,0.1034,0.005,-0.1022,-2.0648,0.8892,-0.1015,0.0495,-1.58,-1.1936,3.3457,-0.3022,-1.1931,-1.1504,2.4192,0.4012,0.0826,0.4221,0.3989,0.0015,-3.4074,50.0764,0.02,0.0333,49.9412,0.0338,0.0007,3,6.41
S111,1,117.7451,7.3117,0.0745,118.0158,16.9144,-0.0003,117.7469,7.3522,0.0629,117.9802,16.9158,-0.0001,45.8385,0.1931,0.0342,45.7257,0.0126,0.0011,38.5259,6.4584,0.0367,39.0635,16.8511,-0.0061,197.0186,7.4849,0.1661,197.1513,16.9419,0.0011,158.4928,1.0265,0.1294,158.0879,0.0908,0.0072,0.0001,-2.3684,0.9525,0.0019,-2.0592,-3.7723,-1.2005,5.8653,-0.1478,-1.2008,6.9716,15.6785,0.3893,0.0264,0.4592,0.3875,0.0007,-3.4272,58.8659,0.1075,0.0294,58.728,0.0099,0.0004,2,6.89
S111,2,71.7723,14.2126,0.1957,73.1661,17.1491,0.0002,71.8382,14.2379,0.1957,73.2356,17.1717,0.0001,17.7909,3.4548,0.0013,18.1229,0.0485,0.0004,40.9624,8.2054,0.1888,41.7762,17.0157,-0.0004,101.487,19.3947,0.1977,103.3236,17.1911,0.0011,60.5246,11.1893,0.0089,61.5474,0.1754,0.0015,-0.0174,-0.0428,-2.7107,-0.0184,-1.3658,0.5636,-1.221,-1.2549,9.9257,-1.2226,0.5033,-0.2782,0.2479,0.2431,0.0068,0.2477,0.0028,2.2398,23.0686,4.5161,0.0002,23.5064,0.018,0.0003,1,3.58
S12,2,70.82,15.168,0.2113,72.4263,15.6504,0,70.9307,15.2322,0.2115,72.5478,15.662,0.0001,12.8822,2.6422,0.002,13.1495,0.0523,0.0003,48.4322,10.5063,0.2026,49.5586,15.5288,-0.0012,92.0186,18.9117,0.2136,93.9406,15.7152,0.0006,43.5865,8.4054,0.011,44.382,0.1864,0.0017,-0.0336,-0.0942,-2.274,-0.0364,-0.7559,-2.0629,-1.2328,-1.2741,5.942,-1.2352,-0.4481,3.6446,0.1819,0.1742,0.0094,0.1816,0.0033,9.8828,16.7645,3.5063,0.0013,17.127,0.0556,0.0001,1,2.85
S12,1,130.9579,6.9204,0.058,131.1581,17.0445,-0.0001,130.8499,6.9559,0.0532,131.0354,17.0519,-0.0001,38.4911,0.0911,0.0183,38.4318,0.1293,0.0005,64.6371,6.5207,0.035,64.9652,16.7809,-0.0009,197.7077,6.9711,0.1005,197.8287,17.2528,0.0018,133.0706,0.4504,0.0656,132.8635,0.4719,0.0027,0.0066,-2.5849,0.6648,0.0075,-0.2288,1.2839,-1.2003,6.1388,-0.7029,-1.2004,-0.9503,2.6602,0.2939,0.0132,0.3155,0.293,0.0076,-7.9654,49.4272,0.0211,0.019,49.3528,0.1493,0.0005,1,5.75
S12,0,97.2103,6.8669,0.0814,97.4819,17.0344,-0.0001,98.7272,7.1144,0.0719,98.9832,17.0048,-0.0002,36.3564,0.5516,0.0302,36.2818,0.0687,0.0008,31.4754,4.9643,0.0465,31.8645,16.9296,-0.0017,157.0436,7.3031,0.1564,157.2133,17.1525,0.0022,125.5682,2.3388,0.11,125.3488,0.2229,0.0039,-0.099,-1.7001,0.8243,-0.0985,0.4533,0.5261,-1.1927,2.0469,-0.4404,-1.1923,-1.3645,0.1712,0.374,0.0803,0.3711,0.3722,0.004,-16.3403,46.5673,0.2273,0.0283,46.4855,0.0602,0.0007,1,6.24
S13,3,-63.8347,18.9146,2.8537,66.5781,17.8094,-0.001,-64.0032,18.9336,2.854,66.745,17.813,-0.0012,7.8173,2.4278,0.0016,8.1849,0.0289,0.001,-77.0687,14.7156,2.8507,52.2482,17.742,-0.0026,-50.1331,23.0725,2.8561,80.4483,17.8526,0.0014,26.9357,8.3569,0.0054,28.2001,0.1106,0.004,0.0457,-0.0157,-0.2953,-0.0431,-0.6146,0.8177,-1.2,-1.204,-1.229,-1.2004,-0.4809,0.0005,-0.1225,0.1284,0.0006,0.1229,0.0016,-1.0464,10.037,3.1238,0.002,10.5106,0.0287,0.0008,1,1.57
S13,2,-87.3593,-15.7861,-2.9625,88.7744,18.5037,-0.0008,-87.4697,-15.867,-2.9621,88.8972,18.5191,-0.0007,13.0682,2.1837,0.0023,13.2478,0.053,0.0021,-108.9724,-18.792,-2.971,65.7472,18.3811,-0.0035,-64.6662,-11.8736,-2.96,110.5774,18.5791,0.0031,44.3063,6.9184,0.011,44.8302,0.198,0.0067,0.0332,0.1299,-1.6747,-0.0364,-0.7338,0.2347,-1.2317,-1.2755,3.0262,-1.2339,-0.5849,-0.9961,-0.1496,-0.1383,-0.0008,0.1492,0.0029,-2.4503,17.0123,2.9195,0.0018,17.2602,0.0472,0.0027,1,2.45
S13,0,-101.5569,-6.8778,-3.0657,101.8134,17.7818,0.0001,-102.868,-7.11,-3.0726,103.1134,17.765,0.0004,34.354,0.4308,0.0252,34.2859,0.0372,0.0007,-158.3232,-7.1426,-3.0965,40.0084,17.7141,-0.0014,-39.6575,-5.2873,-3.0091,158.4842,17.8633,0.002,118.6657,1.8553,0.0875,118.4759,0.1492,0.0034,0.0912,2.0084,0.6519,-0.0909,0.7216,-0.2941,-1.1937,3.1055,-0.7849,-1.1931,-0.7525,-0.3932,-0.3383,-0.0626,-0.0082,0.3368,0.0021,10.7138,43.9952,0.0291,0.0263,43.8982,0.027,0.0003,1,5.75
S14,2,-89.8257,-14.7745,-2.9788,91.0328,18.6974,0.0008,-89.8085,-14.7663,-2.9786,91.0143,18.7268,0.001,11.7583,2.106,0.0019,11.9442,0.0466,0.0008,-110.2352,-18.3972,-2.9826,70.4933,18.5866,-0.0022,-69.6037,-11.1637,-2.976,111.7598,18.7376,0.0015,40.6315,7.2335,0.0065,41.2665,0.151,0.0037,-0.0043,-0.0096,-0.24,0.0045,-0.97,-1.5948,-1.1992,-1.2032,-1.151,-1.1993,-0.5321,2.616,-0.1309,-0.1425,-0.0006,0.1312,0.0025,1.0617,15.0902,2.7084,0.0024,15.3297,0.014,0.0007,1,2.17
S14,3,-49.715,14.4374,2.8614,51.7699,18.1728,-0.0012,-49.8499,14.4084,2.8602,51.8904,18.2067,-0.0014,17.9648,5.5109,0.0069,18.7885,0.056,0.0013,-80.143,4.9948,2.851,19.2031,18.0266,-0.0038,-18.5421,23.97,2.8785,83.6508,18.214,0.002,61.6008,18.9753,0.0275,64.4477,0.1875,0.0058,0.0236,0.0102,0.5692,-0.0207,-1.2614,0.6914,-1.2187,-1.2077,-0.5009,-1.2179,0.1291,0.5458,-0.3614,0.3817,0.0024,0.3629,0.0031,-1.0951,23.27,7.0996,0.007,24.3266,0.0081,0.0007,1,3.43
S14,1,-157.009,-7.6402,-3.0901,157.2064,19.1669,-0.001,-156.9699,-7.682,-3.0926,157.1586,19.1695,-0.0014,35.7432,0.1081,0.013,35.6921,0.0563,0.0016,-218.8678,-7.7537,-3.1076,95.6106,19.0258,-0.0031,-95.3037,-7.4378,-3.0615,218.9941,19.2581,0.0019,123.5641,0.3159,0.0462,123.3835,0.2323,0.0049,-0.0026,0.6538,0.5008,0.0033,-0.3321,0.2599,-1.2,-1.0654,-0.8981,-1.2001,-0.6477,-1.4421,-0.2277,-0.0142,-0.0042,0.227,0.0029,-1.5031,45.8915,0.0973,0.0149,45.8271,0.0658,0.0022,1,4.89
S15,3,59.6957,-19.1348,-0.3099,62.6875,17.1178,-0.0001,59.8693,-19.1461,-0.3095,62.8562,17.1361,-0.0001,9.0487,3.0252,0.0019,9.5402,0.0459,0.0001,43.8726,-24.3171,-0.3136,46.025,17.021,-0.0003,74.9916,-13.9102,-0.307,78.8357,17.1788,0.0002,31.119,10.4069,0.0065,32.8107,0.1578,0.0005,-0.0434,0.0113,-0.3594,-0.0402,-0.5839,1.0337,-1.2083,-1.2066,-1.108,-1.2082,-0.9474,0.6601,0.1516,-0.1581,-0.0062,0.1522,0.0027,-1.2361,11.6671,3.8969,0.0023,12.2998,0.0443,0.0001,1,1.87
S15,0,88.6669,6.1617,0.0922,88.9274,18.1636,0.0023,90.4937,6.6915,0.0744,90.7445,18.175,0.0004,43.9526,1.004,0.05,43.8696,0.0353,0.0054,10.4461,2.8549,0.0415,10.8292,18.0134,-0.0025,160.8989,6.7834,0.2668,161.0377,18.1844,0.0269,150.4528,3.9285,0.2253,150.2085,0.171,0.0295,-0.0928,-1.8411,1.2421,-0.093,-2.695,3.0983,-1.2083,2.2965,0.8705,-1.2072,6.3415,9.446,0.4957,0.1629,0.5416,0.4933,0.0019,2.354,56.5655,0.129,0.0383,56.4354,0.0071,0.0012,1,7.05
S15,1,96.4668,6.0479,0.0973,96.7212,16.2038,-0.0008,96.3544,6.5759,0.0681,96.5785,16.2039,-0.0001,54.3188,1.1348,0.0736,54.215,0.0245,0.0057,3.5603,1.824,0.0353,4.0004,16.0502,-0.0211,190.6463,6.7366,0.4734,190.7653,16.2668,0.0278,187.086,4.9126,0.4381,186.7649,0.2166,0.049,0.0079,-2.1189,1.9994,0.0085,-2.2673,-0.086,-1.2063,3.5127,4.5914,-1.2054,11.7926,9.7952,0.5631,0.1876,0.7564,0.5605,0.0015,-7.0708,69.9088,0.1557,0.04,69.7456,0.0081,0.0006,1,8.45
S17,3,-69.2582,17.7196,2.8917,71.4894,20.4761,0.001,-69.4668,17.7449,2.8915,71.6974,20.4966,0.0009,11.6316,3.206,0.0033,12.0632,0.035,0.0014,-88.9455,12.1628,2.8865,50.4484,20.3734,-0.0016,-48.9602,23.1949,2.8981,91.9201,20.5032,0.0034,39.9853,11.032,0.0116,41.4718,0.1298,0.005,0.0385,-0.02,0.2111,-0.0372,-1.4629,0.2033,-1.2095,-1.2076,-1.0815,-1.2094,0.8308,-1.1269,-0.1679,0.1809,0.0011,0.1687,0.0017,1.3607,14.9675,4.1401,0.004,15.5333,0.0021,0.0017,1,2
S17,2,-97.1315,-15.7015,-2.9811,98.3926,20.6597,-0.0003,-97.2705,-15.777,-2.9808,98.5417,20.6669,0,14.4115,2.2069,0.0016,14.5785,0.0224,0.0029,-121.0516,-18.7375,-2.9881,73.0502,20.5893,-0.0062,-72.0935,-11.7844,-2.9796,122.4919,20.6882,0.0047,48.9581,6.9531,0.0085,49.4416,0.0988,0.0109,0.0325,0.1208,-2.5013,-0.0349,-1.2386,-0.3599,-1.228,-1.288,6.2152,-1.2302,0.931,-0.5458,-0.1484,-0.1406,-0.0005,0.1482,0.0011,-10.4911,18.7722,2.9641,0.0008,19.0046,0.0179,0.0023,1,2.42
S17,0,-99.8879,-6.9418,-3.0579,100.1652,19.6743,0.0004,-101.588,-7.3741,-3.0691,101.8553,19.6753,0.0004,42.6635,0.8464,0.0348,42.5863,0.0536,0.0013,-170.2144,-7.4733,-3.0977,23.4488,19.5767,-0.0032,-23.1425,-3.7777,-2.9798,170.3784,19.7732,0.0029,147.0719,3.6955,0.1179,146.9296,0.1965,0.006,0.0937,2.01,0.7669,-0.094,-0.0589,-0.8457,-1.197,3.1917,-0.6444,-1.1957,-1.1545,0.8952,-0.4271,-0.1219,-0.0114,0.4252,0.0027,3.3808,54.6872,0.1249,0.0328,54.5631,0.0683,0.001,1,6.45
S18,3,-62.1416,18.5023,2.8527,64.8381,17.1058,-0.0003,-62.3093,18.522,2.8527,65.004,17.1082,-0.0003,7.1945,2.4107,0.004,7.5832,0.0108,0.0005,-74.3118,14.3323,2.846,51.5416,17.0678,-0.0011,-49.5088,22.6278,2.8598,77.6805,17.1235,0.0008,24.803,8.2954,0.0138,26.1389,0.0557,0.0019,0.049,-0.0167,0.0416,-0.0459,-1.5847,0.2009,-1.1977,-1.2035,-1.222,-1.1983,2.4988,-0.1182,-0.1158,0.1303,0.0014,0.117,0.0006,-1.8678,9.2293,3.1005,0.0053,9.7302,0.0052,0.0003,1,1.51
S18,2,-76.5743,-14.8423,-2.9495,77.9998,17.7774,0.0002,-76.658,-14.8918,-2.9497,78.0911,17.788,-0.0001,16.6191,3.0071,0.003,16.8874,0.0406,0.0005,-104.2651,-19.233,-2.9592,48.7135,17.6525,-0.0007,-47.7651,-9.5659,-2.9439,106.0241,17.8141,0.0014,56.5001,9.6672,0.0152,57.3106,0.1616,0.0022,0.0216,0.0683,-0.5065,-0.0233,-1.3861,0.68,-1.2234,-1.2606,0.6754,-1.2251,0.9676,-0.5711,-0.217,-0.2026,-0.001,0.2165,0.0023,3.0274,21.5383,3.9537,0.0028,21.8969,0.03,0.0003,1,3.23
S18,0,-90.3292,-7.074,-3.0479,90.6425,17.4947,0.0001,-92.0223,-7.6198,-3.059,92.3373,17.502,0.0002,39.8271,1.1259,0.0363,39.7594,0.0257,0.0012,-155.7149,-7.8667,-3.0911,19.0204,17.3934,-0.0025,-18.7551,-3.1655,-2.9744,155.9135,17.5286,0.0022,136.9598,4.7012,0.1167,136.8931,0.1352,0.0046,0.0995,1.8423,0.6292,-0.1009,-0.5538,-0.2737,-1.1989,2.4666,-0.933,-1.1963,-0.3714,-0.7582,-0.4409,-0.1592,-0.0119,0.4386,0.0015,14.2698,51.0676,0.2943,0.0368,50.9355,0.0324,0.0013,1,6.63
S19,3,-54.7934,13.7912,2.8962,56.5025,21.2228,-0.0023,-54.9512,13.7874,2.8958,56.6544,21.2233,-0.0015,22.5326,5.7998,0.0028,23.2667,0.0316,0.0029,-93.0288,3.8198,2.8914,16.0921,21.1675,-0.0108,-15.6321,23.7689,2.902,96.0173,21.2728,0.0006,77.3967,19.9491,0.0106,79.9252,0.1053,0.0115,0.0224,0.0004,0.2834,-0.021,-0.0522,-1.1441,-1.2142,-1.2102,-0.8899,-1.214,-1.2397,0.3382,-0.4112,0.4205,0.001,0.4118,0.0015,-1.2669,29.1305,7.4709,0.0031,30.0675,0.0412,0.0024,3,3.68
S19,2,-83.1326,-14.1122,-2.9737,84.322,18.7869,-0.0005,-83.1344,-14.1264,-2.9733,84.3261,18.7867,-0.0014,15.3821,2.7017,0.0012,15.6173,0.0125,0.0011,-109.8041,-18.7371,-2.9766,57.3562,18.7656,-0.002,-56.5776,-9.4188,-2.9722,111.3913,18.8161,0.0014,53.2265,9.3184,0.0044,54.0351,0.0505,0.0034,-0.0001,0.0116,-0.8057,-0.0002,0.1559,0.2297,-1.1989,-1.1969,-0.4603,-1.1989,-0.8771,-1.6725,-0.185,-0.1914,-0.0004,0.1852,0.0007,-2.0189,19.745,3.4635,0.0011,20.0461,0.0155,0.0009,1,2.83
S19,1,-126.8536,-7.4106,-3.0708,127.1119,18.6815,-0.0002,-126.8576,-7.5353,-3.0821,127.0827,18.682,0.0002,51.1389,0.288,0.0329,51.0349,0.0108,0.001,-215.2958,-7.5826,-3.107,38.9524,18.6612,-0.0036,-38.4533,-6.2159,-2.9813,215.4244,18.7096,0.0015,176.8426,1.3667,0.1257,176.472,0.0484,0.0051,0,2.3886,0.982,0.0015,-0.0541,-1.6906,-1.2005,5.0227,-0.0615,-1.2007,-0.8951,3.0064,-0.4031,-0.0389,-0.0107,0.4015,0.0006,-5.3815,65.7587,0.0635,0.0278,65.608,0.0133,0.0006,1,7.14
S2,1,-106.2428,-7.0975,-3.0527,106.5403,16.5253,-0.0001,-106.5715,-7.4556,-3.0717,106.832,16.3936,-0.0001,51.5287,0.766,0.0505,51.4089,0.3464,0.0009,-195.1717,-7.6101,-3.1026,17.0518,16.1559,-0.0023,-16.5061,-4.2792,-2.8879,195.32,17.3397,0.0042,178.6655,3.3309,0.2147,178.2682,1.1839,0.0065,0.0127,2.0349,1.2643,-0.0113,0.8785,0.9612,-1.1932,3.2014,0.8129,-1.193,-0.5366,3.7284,-0.485,-0.1079,-0.0165,0.4825,0.021,-16.9537,65.9882,0.1592,0.0362,65.7759,0.2859,0.0006,2,7.92
S2,2,-78.1601,-15.5088,-2.9458,79.6839,16.1906,-0.0004,-78.1453,-15.4988,-2.9458,79.6674,16.2159,-0.0004,10.2266,2.0799,0.0006,10.4359,0.0445,0.0006,-95.9298,-19.0879,-2.9467,61.7368,16.0901,-0.0017,-60.5681,-11.9557,-2.9447,97.8104,16.2483,0.0013,35.3617,7.1322,0.002,36.0736,0.1582,0.0029,-0.0046,-0.0143,0.1242,0.005,-0.8069,0.3733,-1.1989,-1.2064,-1.3837,-1.1992,-0.7085,0.07,-0.1308,-0.1341,-0.0002,0.131,0.0028,-1.7567,13.1761,2.6801,0.0009,13.4458,0.0273,0.0005,1,2.18
S2,3,-47.5223,14.166,2.8558,49.591,17.1118,-0.0001,-47.6565,14.1543,2.8529,49.714,17.1133,-0.0001,16.7118,5.4333,0.0115,17.5663,0.0234,0.0006,-75.7774,4.8234,2.8406,19.0997,17.0418,-0.0014,-18.4806,23.5233,2.8863,79.3446,17.148,0.0015,57.2969,18.6999,0.0457,60.2449,0.1062,0.0029,0.0258,0.0029,0.7997,-0.023,-0.6584,0.4966,-1.218,-1.2087,-0.2439,-1.2173,0.1979,0.418,-0.3517,0.3835,0.004,0.3542,0.0014,-4.6045,21.6392,7.0025,0.011,22.7372,0.0247,0.0005,1,3.39
S20,3,53.3539,-17.3749,-0.315,56.1118,17.0434,0.0002,53.5541,-17.3926,-0.3148,56.3076,17.0144,0.0004,12.6682,4.0862,0.0012,13.3107,0.0511,0.0016,31.2183,-24.3843,-0.3178,32.864,16.9989,-0.0038,74.7128,-10.2692,-0.3136,78.5913,17.1353,0.0025,43.4944,14.1151,0.0042,45.7273,0.1364,0.0063,-0.0402,0.0141,-0.6289,-0.0378,0.7091,-0.702,-1.2148,-1.199,-0.7737,-1.2133,-1.2883,-0.2459,0.2374,-0.2352,-0.004,0.2372,0.003,9.5282,16.3692,5.2355,0.0014,17.2053,0.0213,0.0017,1,2.6
S20,0,96.2547,6.9035,0.0798,96.5269,16.0232,-0.0001,97.3966,7.0387,0.0724,97.6526,16.013,-0.0002,30.8287,0.2851,0.0263,30.7518,0.1827,0.0003,40.8303,5.8498,0.0475,41.2473,15.7185,-0.0007,147.2536,7.0792,0.1423,147.4199,16.3523,0.0007,106.4232,1.2294,0.0948,106.1726,0.6338,0.0014,-0.0879,-1.9999,0.715,-0.0871,0.1267,0.5032,-1.1954,3.0996,-0.6275,-1.1954,-1.2197,0.1724,0.3203,0.0413,0.33,0.3186,0.0114,-1.768,39.4914,0.0561,0.0265,39.3978,0.2354,0.0003,1,5.65
S20,1,116.227,6.822,0.07,116.4625,16.7805,0.0002,116.1299,6.9432,0.0601,116.3398,16.7534,0,45.6815,0.2957,0.0307,45.592,0.1007,0.001,37.4903,5.5518,0.035,37.8991,16.5725,-0.0009,195.4642,6.9901,0.147,195.5839,16.9512,0.0056,157.9739,1.4383,0.112,157.6848,0.3788,0.0064,0.0057,-2.4877,0.8621,0.0069,0.3897,4.0984,-1.1997,5.5936,-0.3715,-1.1997,-0.8553,18.6636,0.393,0.0434,0.4378,0.3915,0.006,4.9334,58.6328,0.0658,0.0278,58.5178,0.0841,0.0003,1,6.91
S21,1,113.9679,6.5644,0.0727,114.202,16.6661,0.0002,113.7518,6.603,0.0572,113.938,16.7034,0.0003,49.5447,0.3038,0.0382,49.4414,0.2042,0.0012,28.8512,5.2354,0.0348,29.3223,16.3127,-0.0046,200.1106,6.9621,0.1795,200.2317,17.0373,0.0027,171.2594,1.7267,0.1447,170.9094,0.7246,0.0073,0.0113,-2.0497,1.1212,0.0133,-0.1201,-0.6081,-1.2014,5.142,0.1754,-1.2016,-1.0584,1.072,0.4347,0.0463,0.5256,0.4329,0.0123,6.6483,63.6461,0.1329,0.0266,63.5199,0.2339,0.0009,2,7.53
S21,2,26.6706,5.7111,-0.6136,45.0655,17.6656,0.0005,26.3248,5.9486,0.1915,40.2476,17.6354,0.001,46.0084,8.4766,1.6187,30.0279,0.2364,0.0047,-52.4085,-9.2532,-3.1373,1.2342,17.3658,-0.0104,105.7094,19.3565,3.1401,107.467,18.0232,0.0122,158.1179,28.6097,6.2774,106.2328,0.6574,0.0226,0.0143,-0.0719,-0.4536,0.4559,0.1569,-0.5605,-1.203,-1.169,-0.744,-0.886,-1.5801,0.0174,1.7251,1.4842,-2.6382,0.6663,0.0134,9.014,59.0917,10.7229,0.0456,33.3811,0.3377,0.0032,2,8.96
S21,0,149.2125,7.4768,0.0501,149.3997,15.9509,-0.0006,149.2125,7.4768,0.0501,149.3997,15.9509,-0.0006,0,0,0,0,0,0,149.2125,7.4768,0.0501,149.3997,15.9509,-0.0006,149.2125,7.4768,0.0501,149.3997,15.9509,-0.0006,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
S22,3,-49.2634,16.3068,2.8232,51.8928,15.9438,0.0002,-49.4411,16.3148,2.8229,52.0633,15.9689,0.0001,11.7945,4.1678,0.0053,12.5065,0.0434,0.0005,-69.1113,9.1022,2.8145,30.1184,15.8339,-0.0007,-28.71,23.4515,2.8346,72.9818,15.9824,0.0017,40.4013,14.3493,0.0201,42.8634,0.1485,0.0024,0.0384,-0.0081,0.255,-0.0351,-1.0766,0.8761,-1.2197,-1.207,-0.8415,-1.2185,-0.2872,2.2112,-0.2394,0.2556,0.0019,0.241,0.0027,2.7298,15.286,5.3724,0.006,16.1994,0.0153,0.0003,1,2.59
S22,2,-71.9433,-14.4917,-2.9428,73.3884,16.0375,-0.0003,-72.0309,-14.5545,-2.9425,73.4866,16.0403,-0.0004,13.4755,2.7065,0.0013,13.7442,0.0231,0.0009,-94.2126,-18.3432,-2.9493,49.496,15.9815,-0.0026,-48.5275,-9.7436,-2.9416,95.981,16.0631,0.0012,45.6852,8.5997,0.0077,46.485,0.0817,0.0037,0.0296,0.0876,-2.7309,-0.0321,-0.5743,-0.5344,-1.2287,-1.2787,8.7063,-1.2313,-0.8344,0.1969,-0.1873,-0.1868,-0.0004,0.1873,0.0014,-2.8169,17.5025,3.5955,0.0009,17.8677,0.0286,0.0006,1,2.91
S22,0,-95.6414,-6.9623,-3.0613,95.9164,15.9303,0,-96.7938,-7.196,-3.0674,97.0609,15.9048,-0.0001,30.6296,0.4262,0.0245,30.5638,0.1639,0.0008,-146.287,-7.2454,-3.0921,40.8395,15.6771,-0.002,-40.4702,-5.48,-3.007,146.4663,16.2419,0.0024,105.8168,1.7655,0.0851,105.6267,0.5648,0.0044,0.0898,1.7539,0.6147,-0.0896,0.3018,0.6324,-1.1937,2.1618,-0.8103,-1.1932,-1.2113,1.5317,-0.3203,-0.0612,-0.008,0.3186,0.0103,-20.956,39.2483,0.071,0.0263,39.1666,0.2063,0.0006,1,5.64
S23,2,-87.318,-15.5906,-2.965,88.699,17.7251,-0.0002,-87.3106,-15.5903,-2.9649,88.6916,17.7387,-0.0004,9.5618,1.814,0.0012,9.7318,0.0266,0.0007,-103.9073,-18.6929,-2.9674,71.958,17.6524,-0.0014,-70.869,-12.4716,-2.9633,105.5754,17.7471,0.0009,33.0383,6.2213,0.004,33.6174,0.0948,0.0023,-0.0033,-0.0001,-0.2865,0.0032,-1.3708,0.5831,-1.1982,-1.2047,-1.1718,-1.1985,0.4703,-0.8925,-0.1095,-0.1164,-0.0004,0.1097,0.0015,-3.116,12.337,2.3446,0.0015,12.557,0.0074,0.0004,1,1.86
