name, hazType, meanXdist, meanYdist, meanAngle, meanSLdist, meanXspeed, meanYspeed, medianXdist, medianYdist, medianAngle, medianSLdist, medianXspeed, medianYspeed, stdXdist, stdYdist, stdAngle, stdSLdist, stdXspeed, stdYspeed, minXdist, minYdist, minAngle, minSLdist, minXspeed, minYspeed, maxXdist, maxYdist, maxAngle, maxSLdist, maxXspeed, maxYspeed, rangeXdist, rangeYdist, rangeAngle, rangeSLdist, rangeXspeed, rangeYspeed, skewXdist, skewYdist, skewAngle, skewSLdist, skewXspeed, skewYspeed, kurtXdist, kurtYdist, kurtAngle, kurtSLdist, kurtXspeed, kurtYspeed, cvXdist, cvYdist, cvAngle, cvSLdist, cvXspeed, cvYspeed, madXdist, madYdist, madAngle, madSLdist, madXspeed, madYspeed, action, RT
S23,3,-63.0982,18.3051,2.8598,65.7002,18.113,-0.0013,-63.2938,18.3062,2.86,65.888,18.1152,-0.0013,10.2376,3.2061,0.0035,10.7254,0.023,0.0006,-80.3773,12.7866,2.8535,46.9801,18.0527,-0.0025,-45.2065,23.8145,2.8659,83.831,18.1481,-0.0003,35.1707,11.028,0.0124,36.8509,0.0953,0.0022,0.0424,-0.0031,-0.0851,-0.039,-0.5787,-0.1312,-1.2105,-1.2079,-1.1561,-1.2104,-0.2592,-1.0732,-0.1622,0.1752,0.0012,0.1632,0.0013,-0.4639,13.2115,4.1324,0.0044,13.8395,0.0248,0.0008,1,1.99
S23,1,-169.8967,-7.4098,-3.0976,170.0595,16.7846,-0.001,-169.8888,-7.4269,-3.0979,170.051,16.7802,-0.0009,17.1082,0.0792,0.004,17.0952,0.082,0.0012,-199.4754,-7.5183,-3.1039,140.6238,16.6391,-0.0042,-140.4355,-7.2744,-3.0898,199.617,16.9335,0.0028,59.0399,0.2439,0.0141,58.9932,0.2945,0.0071,-0.0042,0.3427,0.2,0.0043,0.0581,-0.4834,-1.1999,-1.3165,-1.1167,-1.1999,-1.0682,1.8939,-0.1007,-0.0107,-0.0013,0.1005,0.0049,-1.2127,22.0487,0.0965,0.005,22.0327,0.0997,0.0008,1,2.58
S24,1,98.4795,6.3945,0.0916,98.7562,15.6422,-0.0008,98.5238,6.6358,0.0673,98.747,15.6763,-0.0002,49.684,0.5761,0.0604,49.5495,0.1624,0.0017,12.8177,4.042,0.0371,13.4399,15.2154,-0.0076,184.0264,6.8341,0.3055,184.1533,15.8539,0.0002,171.2087,2.7921,0.2684,170.7133,0.6385,0.0078,-0.0025,-2.3357,1.4881,-0.0001,-0.9447,-2.6769,-1.208,4.7037,1.557,-1.2084,0.1072,5.815,0.5045,0.0901,0.6598,0.5017,0.0104,-2.1861,64.0012,0.0749,0.0368,63.8387,0.1239,0.0002,2,7.89
S24,3,44.3056,-15.471,-0.3347,46.9294,15.6369,0.0002,44.4263,-15.4883,-0.3354,47.0488,15.6369,-0.0002,14.6624,5.2783,0.0039,15.5827,0.0377,0.0009,18.8194,-24.5133,-0.3411,19.8564,15.5582,-0.0003,69.0656,-6.333,-0.3246,73.2868,15.7019,0.0035,50.2461,18.1802,0.0164,53.4304,0.1437,0.0037,-0.0273,0.0102,0.6157,-0.0253,-0.0451,2.4539,-1.2194,-1.2061,-0.2454,-1.2179,-1.0953,4.7201,0.3309,-0.3412,-0.0118,0.332,0.0024,5.0637,19.0171,6.8066,0.0036,20.198,0.0478,0,1,3.26
S25,2,82.1306,16.2073,0.195,83.7146,17.1227,-0.0001,82.2568,16.2794,0.1954,83.8523,17.1287,-0.0001,11.7212,2.2203,0.0016,11.9288,0.0266,0.0002,61.7396,12.2622,0.1877,62.9455,17.0472,-0.0005,101.4172,19.2656,0.1961,103.2308,17.1623,0.0004,39.6776,7.0034,0.0083,40.2853,0.1151,0.0009,-0.0399,-0.1194,-2.9076,-0.0432,-1.1416,0.2168,-1.2342,-1.286,7.9928,-1.2369,0.6623,-0.2279,0.1427,0.137,0.0082,0.1425,0.0016,-2.2685,15.3285,2.9895,0.0005,15.6172,0.0183,0.0002,1,2.38
S25,0,97.9201,7.3435,0.0881,98.2319,17.9001,-0.0001,99.618,7.6954,0.0771,99.9147,17.9001,-0.0001,39.0355,0.7176,0.0348,38.9493,0.0536,0.0008,27.2551,4.9264,0.0484,27.6967,17.8097,-0.0023,161.9837,7.8498,0.1788,162.1738,18.002,0.0035,134.7287,2.9233,0.1304,134.477,0.1923,0.0058,-0.1034,-1.6575,0.8854,-0.1031,0.0204,1.6424,-1.1933,1.819,-0.2794,-1.1928,-1.2214,5.5189,0.3986,0.0977,0.3952,0.3965,0.003,-8.1104,49.9624,0.2282,0.0318,49.846,0.0704,0.0007,1,6.39
S25,1,112.1976,6.7725,0.075,112.4442,17.1328,0,112.0852,6.9808,0.0633,112.3102,17.1372,0.0001,49.0542,0.5532,0.0355,48.9602,0.0812,0.0005,27.8051,4.498,0.0346,28.1666,16.9671,-0.0013,197.2621,7.1167,0.1604,197.3801,17.2678,0.0017,169.4569,2.6186,0.1258,169.2135,0.3007,0.003,0.0064,-2.3586,0.8197,0.007,-0.0969,0.1055,-1.202,4.8764,-0.5055,-1.2013,-1.184,1.5515,0.4372,0.0817,0.4732,0.4354,0.0047,40.5223,63.0322,0.1666,0.0325,62.8956,0.104,0.0003,1,7.31
S26,3,-68.3814,18.2785,2.8809,70.7826,19.4574,0.0024,-68.5627,18.3077,2.8807,70.9649,19.4577,0.0028,8.9935,2.6512,0.0035,9.3731,0.0296,0.0018,-83.5796,13.678,2.8754,54.4001,19.3886,-0.0035,-52.6525,22.7888,2.8874,86.6307,19.5091,0.0044,30.9272,9.1108,0.012,32.2306,0.1205,0.008,0.0435,-0.0252,0.1706,-0.0421,-0.3014,-1.664,-1.2052,-1.2072,-1.1571,-1.2054,-0.5598,2.4384,-0.1315,0.145,0.0012,0.1324,0.0015,0.7522,11.5574,3.4291,0.0044,12.055,0.0287,0.0011,1,1.64
S26,2,-101.7968,-16.177,-2.9838,103.0744,20.6063,0.0043,-101.9534,-16.246,-2.9836,103.2397,20.607,0.0045,11.5798,1.7012,0.0017,11.7027,0.0182,0.0008,-120.8961,-18.4251,-2.9904,82.6705,20.5629,0.0025,-81.6185,-13.1468,-2.9819,122.2916,20.635,0.0061,39.2776,5.2783,0.0085,39.6211,0.0721,0.0035,0.0457,0.1475,-2.0948,-0.0485,-0.2249,-0.3473,-1.233,-1.3101,4.2579,-1.2357,-0.9694,-0.7022,-0.1138,-0.1052,-0.0006,0.1135,0.0009,0.1984,15.0842,2.34,0.0006,15.2596,0.0234,0.0008,1,1.96
S26,0,-118.9015,-7.4875,-3.074,119.1526,19.5327,-0.0001,-119.7864,-7.5626,-3.0785,120.0249,19.5264,-0.0013,32.1447,0.2422,0.018,32.0877,0.204,0.0022,-172.6937,-7.7227,-3.0969,61.9773,19.1826,-0.0029,-61.6108,-6.73,-3.0328,172.8663,19.8928,0.0062,111.0828,0.9928,0.0641,110.8889,0.7103,0.0092,0.0659,1.2657,0.6386,-0.0652,0.0485,0.8861,-1.1966,0.8573,-0.7444,-1.1967,-1.1849,0.14,-0.2703,-0.0323,-0.0058,0.2693,0.0104,-29.5775,41.2103,0.1961,0.0189,41.152,0.2579,0.002,1,5.03
S27,1,-143.577,-7.2331,-3.0834,143.7861,20.6242,0.0004,-143.39,-7.3005,-3.0906,143.5764,20.7231,0.0007,51.1185,0.1625,0.0232,51.0427,0.1851,0.0021,-232.2206,-7.3266,-3.1104,56.011,20.2204,-0.0034,-55.6287,-6.5337,-3.0247,232.3337,20.7978,0.0105,176.5919,0.7929,0.0857,176.3227,0.5774,0.0139,-0.0081,2.5717,0.8358,0.0091,-0.7527,1.2006,-1.2027,5.9369,-0.3983,-1.2028,-0.9065,4.9045,-0.356,-0.0225,-0.0075,0.355,0.009,6.0068,65.7059,0.0289,0.0216,65.612,0.1075,0.0012,3,6.61
S27,2,-102.3317,-14.9163,-2.997,103.4132,21.4854,-0.0023,-102.3337,-14.929,-2.9967,103.4169,21.4885,-0.0013,13.5137,2.1152,0.0015,13.6774,0.022,0.0041,-125.7418,-18.5229,-3.0002,79.8472,21.4235,-0.0076,-79.0504,-11.2517,-2.9951,127.0988,21.5145,0.0141,46.6914,7.2711,0.0051,47.2516,0.0911,0.0218,-0.0013,0.0132,-0.5247,0.001,-0.6109,0.9599,-1.1993,-1.1991,-0.8999,-1.1993,-0.3878,2.1839,-0.1321,-0.1418,-0.0005,0.1323,0.001,-1.8084,17.3512,2.7132,0.0017,17.5611,0.0263,0.0032,1,2.17
S27,3,-58.2795,15.5275,2.8821,60.3128,19.9366,-0.001,-58.464,15.5276,2.882,60.4908,19.938,-0.001,17.438,4.813,0.003,18.0892,0.0238,0.0016,-87.8004,7.2348,2.877,28.8712,19.8629,-0.0044,-27.95,23.7919,2.8884,90.9668,19.9795,0.002,59.8504,16.5571,0.0114,62.0956,0.1166,0.0064,0.0284,-0.0031,0.167,-0.0267,-0.7394,0.0132,-1.2165,-1.2098,-0.8967,-1.2161,0.5799,-0.5745,-0.2992,0.31,0.001,0.2999,0.0012,-1.6488,22.6298,6.1988,0.0035,23.4759,0.0233,0.0018,1,3.04
S28,1,108.515,6.2958,0.0678,108.7238,15.4823,-0.0012,108.7153,6.4404,0.0592,108.9059,15.4515,-0.0002,41.45,0.3648,0.027,41.3825,0.1651,0.0026,36.6273,5.0089,0.0364,36.9682,15.2373,-0.0102,179.983,6.5566,0.1359,180.1023,15.7524,0.0009,143.3557,1.5478,0.0995,143.1341,0.5151,0.0111,-0.0093,-1.8447,0.8292,-0.0085,0.2479,-2.2525,-1.1989,2.5431,-0.4256,-1.1988,-1.4254,3.9351,0.382,0.0579,0.3984,0.3806,0.0107,-2.2207,53.1729,0.1647,0.025,53.0842,0.2061,0.0008,3,6.65
S28,3,44.6573,-15.5971,-0.3372,47.3031,16.2551,0.0006,44.778,-15.5651,-0.3347,47.4062,16.2733,0,15.5285,5.3375,0.0061,16.419,0.0632,0.014,17.7199,-24.8136,-0.3653,18.9718,16.0978,-0.037,70.9299,-6.7774,-0.3342,75.145,16.3303,0.0329,53.21,18.0362,0.0311,56.1732,0.2325,0.0699,-0.0247,-0.0273,-2.8782,-0.0189,-1.0409,-0.4022,-1.22,-1.242,7.7113,-1.2229,-0.0459,1.917,0.3477,-0.3422,-0.018,0.3471,0.0039,23.2133,20.1239,6.9822,0.0005,21.3007,0.048,0.0008,1,3.32
S29,0,112.0692,7.2092,0.0753,112.3338,20.7827,-0.0004,113.7206,7.4722,0.0656,113.9658,20.7558,-0.0008,42.9494,0.507,0.0303,42.8662,0.1015,0.0033,34.6296,5.3324,0.0411,35.0377,20.6311,-0.0071,183.117,7.5374,0.1528,183.272,20.9505,0.0065,148.4874,2.2049,0.1116,148.2343,0.3194,0.0136,-0.0911,-1.9867,0.8742,-0.0904,0.2981,0.26,-1.1915,3.0784,-0.3325,-1.1913,-1.2333,-0.9058,0.3832,0.0703,0.4017,0.3816,0.0049,-7.8172,54.9398,0.0805,0.0276,54.8523,0.13,0.0041,3,6.22
S29,2,66.8027,13.7427,0.2038,68.2021,16.7183,0.0001,66.9842,13.7818,0.2029,68.3873,16.7787,-0.0001,18.0048,3.489,0.0037,18.3382,0.1685,0.0007,35.4781,7.6726,0.1937,36.2983,16.3609,-0.0014,96.6175,18.9533,0.213,98.4589,16.9069,0.002,61.1394,11.2807,0.0193,62.1606,0.5459,0.0034,-0.031,-0.0482,0.3514,-0.0317,-0.6275,0.9318,-1.2237,-1.2551,0.1796,-1.2251,-0.955,1.1119,0.2695,0.2539,0.0184,0.2689,0.0101,11.5274,23.3219,4.5716,0.0027,23.7646,0.1719,0.0005,1,3.71
S29,1,137.641,7.0697,0.0585,137.8476,19.3001,-0.0007,137.4234,7.0821,0.0521,137.6101,19.2847,-0.0006,46.5375,0.1456,0.0223,46.4632,0.221,0.0025,57.5679,6.4538,0.0318,57.9285,18.9558,-0.0051,218.5626,7.2268,0.1116,218.6733,19.7075,0.0047,160.9947,0.7729,0.0798,160.7447,0.7517,0.0097,0.011,-1.6854,0.7414,0.012,0.209,0.0989,-1.1993,3.7496,-0.6025,-1.1993,-1.279,-0.9202,0.3381,0.0206,0.3806,0.3371,0.0115,-3.7276,59.702,0.1261,0.0221,59.6318,0.3031,0.003,1,6.34
S3,3,51.189,-17.8905,-0.3358,54.2255,15.2469,0.0021,51.3651,-17.8873,-0.3351,54.3905,15.2471,0.0013,9.2209,3.3518,0.0023,9.8104,0.0438,0.0016,35.0775,-23.6599,-0.3408,37.1185,15.1589,0.001,66.7316,-12.1388,-0.3331,70.8018,15.326,0.0094,31.6541,11.5211,0.0076,33.6833,0.1671,0.0084,-0.0444,-0.0019,-0.6843,-0.0391,-0.1165,2.2396,-1.2151,-1.2099,-0.8324,-1.2146,-0.8764,5.8287,0.1801,-0.1873,-0.0069,0.1809,0.0029,0.7347,11.9204,4.3218,0.0024,12.679,0.0494,0.0004,2,2.13
S3,0,104.2557,6.6562,0.0701,104.4864,17.5838,0,105.4165,6.7858,0.0643,105.6347,17.5842,-0.0002,31.5605,0.2563,0.0215,31.5004,0.0194,0.001,47.4976,5.7981,0.0436,47.8502,17.5495,-0.0032,156.4749,6.8344,0.1215,156.6239,17.617,0.0038,108.9773,1.0363,0.0778,108.7737,0.0675,0.007,-0.0877,-1.6545,0.7101,-0.0869,-0.0313,0.9263,-1.195,1.7792,-0.614,-1.1951,-1.1943,4.6862,0.3027,0.0385,0.3062,0.3015,0.0011,232.7613,40.4403,0.0713,0.0219,40.3647,0.0249,0.0003,2,5.37
S30,3,-68.4174,19.2725,2.8673,71.0803,18.1709,-0.0019,-68.5225,19.2833,2.8673,71.1841,18.1764,-0.0021,6.0191,1.8984,0.0028,6.3083,0.04,0.001,-78.661,16.0029,2.8626,60.0674,18.0882,-0.0034,-57.8965,22.5335,2.8719,81.8248,18.2178,-0.0003,20.7645,6.5306,0.0093,21.7574,0.1296,0.0031,0.0364,-0.0089,-0.0066,-0.034,-0.3479,0.3346,-1.1925,-1.1992,-1.2444,-1.193,-1.2624,-1.4206,-0.088,0.0985,0.001,0.0887,0.0022,-0.5074,7.755,2.4345,0.0036,8.1369,0.055,0.0011,1,1.2
S30,2,-81.5471,-15.3514,-2.9552,82.9798,17.6399,0.0018,-81.6165,-15.3658,-2.9555,83.0503,17.6397,0.0017,13.8978,2.4424,0.0024,14.1094,0.1032,0.0008,-104.6397,-18.8656,-2.9632,58.5345,17.4604,0.0005,-57.4675,-11.1254,-2.9504,106.3268,17.8185,0.0046,47.1723,7.7403,0.0129,47.7923,0.358,0.0041,0.0242,0.0553,-0.641,-0.0254,0.0052,1.2869,-1.228,-1.2869,1.5378,-1.2304,-1.2,2.2182,-0.1704,-0.1591,-0.0008,0.17,0.0059,0.4248,18.0484,3.2525,0.0011,18.3387,0.1325,0.0004,1,2.73
S30,0,-87.635,-7.3642,-3.042,87.9873,16.3413,-0.0003,-89.2362,-7.805,-3.0544,89.5768,16.3415,0,36.1372,0.8453,0.0395,36.0411,0.026,0.0015,-146.8637,-7.8605,-3.0881,22.7336,16.2758,-0.0081,-22.3425,-4.1986,-2.9558,147.0738,16.3858,0.002,124.5212,3.6619,0.1323,124.3402,0.1099,0.0101,0.1043,2.0582,0.7055,-0.1049,-0.0945,-2.9501,-1.1959,3.3359,-0.7652,-1.1937,-0.9834,11.1679,-0.4124,-0.1148,-0.013,0.4096,0.0016,-5.053,46.3142,0.0757,0.0387,46.1277,0.0329,0.0003,1,6.4
S31,2,92.6831,17.3324,0.185,94.2899,18.205,-0.0002,92.8507,17.4176,0.1854,94.4703,18.2055,-0.0003,8.9378,1.5563,0.0017,9.0708,0.0098,0.0004,77.0667,14.5322,0.1785,78.4249,18.1722,-0.0009,107.3099,19.3629,0.1864,109.0428,18.2269,0.0007,30.2432,4.8308,0.0079,30.6179,0.0547,0.0016,-0.056,-0.1743,-2.375,-0.0604,-0.7541,0.5915,-1.2371,-1.3034,4.9824,-1.2407,1.8513,-0.0412,0.0964,0.0898,0.0089,0.0962,0.0005,-1.8697,11.6996,2.1357,0.0005,11.8928,0.0071,0.0003,1,1.72
S31,0,110.5309,7.5594,0.0736,110.8087,17.2216,0.0001,111.6015,7.5829,0.0681,111.8607,17.1967,0.0001,28.9512,0.0929,0.0209,28.8759,0.061,0.0013,58.3527,7.1558,0.0476,58.7898,17.1613,-0.002,158.5129,7.6439,0.122,158.6923,17.3604,0.0034,100.1602,0.4881,0.0745,99.9025,0.1991,0.0054,-0.0876,-2.3114,0.6588,-0.0864,0.939,0.4615,-1.1916,5.5403,-0.7238,-1.1918,-0.4947,-0.5155,0.2619,0.0123,0.2836,0.2606,0.0035,10.0965,37.0781,0.0576,0.0218,37.0044,0.0449,0.0014,1,5.06
S31,1,128.8682,7.2176,0.0634,129.0958,17.783,-0.0004,128.7474,7.2693,0.0567,128.9546,17.783,-0.0008,43.0749,0.1935,0.0231,42.9983,0.1274,0.0028,54.4201,6.3692,0.0349,54.7915,17.615,-0.0055,203.6226,7.398,0.1165,203.7468,18.0102,0.0067,149.2026,1.0289,0.0816,148.9553,0.3952,0.0121,0.0054,-2.3547,0.6862,0.0063,0.209,0.4069,-1.1964,5.6697,-0.717,-1.1962,-1.2687,-0.289,0.3343,0.0268,0.3643,0.3331,0.0072,-7.5139,55.2096,0.0896,0.0232,55.102,0.1674,0.0029,1,6.25
S32,3,-60.7252,15.0052,2.9004,62.5519,21.591,-0.0049,-60.9069,14.9775,2.9005,62.7215,21.6084,-0.0044,19.6665,5.0422,0.0031,20.3017,0.0645,0.0074,-94.0105,6.4016,2.8948,27.2769,21.4652,-0.0259,-26.5151,23.6874,2.905,96.9488,21.6714,0.0099,67.4955,17.2858,0.0102,69.6719,0.2062,0.0358,0.0271,0.0102,-0.1531,-0.0248,-0.4465,-0.2196,-1.2151,-1.2167,-1.2612,-1.2152,-1.1925,0.0311,-0.3239,0.336,0.0011,0.3246,0.003,-1.5119,25.4937,6.5364,0.0041,26.2976,0.0743,0.0078,3,3.16
S32,1,-159.6958,-7.1885,-3.0907,159.8798,22.3811,0.0026,-159.4973,-7.1972,-3.0965,159.6596,22.3214,0.0034,50.9167,0.1315,0.0194,50.8469,0.1952,0.0069,-248.1626,-7.3936,-3.1134,72.2427,22.143,-0.0126,-71.8832,-7.0025,-3.0418,248.2615,22.7823,0.0188,176.2794,0.3911,0.0716,176.0188,0.6393,0.0314,-0.0088,-0.1176,0.8299,0.0099,0.4294,-0.1267,-1.198,-1.4277,-0.4002,-1.1982,-1.2286,-0.3694,-0.3188,-0.0183,-0.0063,0.318,0.0087,2.6065,65.3013,0.1921,0.0183,65.2189,0.2235,0.0059,2,6.19
S32,2,-104.3291,-15.4708,-2.9944,105.47,21.5388,-0.0022,-104.3147,-15.4763,-2.9943,105.4565,21.5468,-0.0028,12.4281,1.8707,0.0003,12.5681,0.0311,0.0042,-125.8252,-18.6774,-2.9952,83.83,21.4538,-0.0105,-82.9331,-12.2295,-2.9941,127.2039,21.5754,0.0059,42.8921,6.4479,0.0011,43.374,0.1216,0.0163,-0.0021,0.0076,-0.9873,0.0019,-1.0761,0.2807,-1.2,-1.1962,-0.0063,-1.1999,0.2755,-0.5141,-0.1191,-0.1209,-0.0001,0.1192,0.0014,-1.9185,15.9587,2.3976,0.0002,16.1378,0.0255,0.0028,1,1.99
S33,1,-118.4929,-7.2101,-3.0655,118.7577,18.2027,0.0005,-118.4467,-7.4727,-3.0775,118.6902,18.2181,0.0007,52.5992,0.6323,0.0364,52.4998,0.0713,0.0019,-209.6171,-7.6126,-3.1065,28.3348,17.9876,-0.0034,-27.9274,-4.7873,-2.9718,209.7462,18.3113,0.0051,181.6897,2.8253,0.1347,181.4114,0.3236,0.0086,-0.0037,2.1487,0.8686,0.0042,-1.2781,-0.1708,-1.2026,3.743,-0.3438,-1.202,1.0309,-0.5925,-0.4439,-0.0877,-0.0119,0.4421,0.0039,3.749,67.6201,0.1648,0.033,67.477,0.0317,0.002,3,7.49
S33,2,-105.0203,-16.5432,-2.9854,106.3153,20.4746,0.0005,-105.0244,-16.5394,-2.9854,106.3188,20.4874,0.0015,8.5072,1.3848,0.0004,8.6191,0.0249,0.0023,-119.7368,-18.9153,-2.9861,91.5199,20.4068,-0.0032,-90.4163,-14.1695,-2.9848,121.2217,20.4984,0.0054,29.3204,4.7458,0.0014,29.7018,0.0916,0.0086,-0.0034,-0.0053,-0.0945,0.0034,-1.3149,-0.2537,-1.1985,-1.204,-1.2827,-1.1987,0.3394,-1.0092,-0.081,-0.0837,-0.0001,0.0811,0.0012,4.7249,10.9186,1.7803,0.0006,11.0627,0.0068,0.0012,1,1.43
S33,3,-61.916,15.7144,2.8944,63.8799,20.4069,-0.0012,-62.0695,15.7113,2.8937,64.0271,20.4291,-0.0018,16.3652,4.4655,0.0054,16.9606,0.0647,0.003,-89.6722,8.0343,2.8865,34.4638,20.2546,-0.0058,-33.5143,23.3799,2.9063,92.67,20.4848,0.0026,56.1579,15.3456,0.0198,58.2061,0.2301,0.0084,0.0253,-0.0005,0.4057,-0.0235,-0.7988,-0.1115,-1.2161,-1.2118,-0.873,-1.2158,-0.5951,-1.4776,-0.2643,0.2842,0.0019,0.2655,0.0032,-2.5123,21.2055,5.7647,0.0063,21.9719,0.0561,0.0049,1,2.79
S34,3,-57.2055,15.6042,2.8766,59.2964,18.556,-0.0045,-57.396,15.5503,2.877,59.4652,18.5685,-0.0045,13.6384,4.0423,0.0055,14.2212,0.0267,0.0028,-80.2316,8.7283,2.8666,34.5686,18.4721,-0.0114,-33.4485,22.639,2.8863,83.3645,18.5783,-0.0005,46.7831,13.9106,0.0198,48.7959,0.1062,0.0109,0.0351,0.0266,-0.1215,-0.0304,-1.7974,-0.4768,-1.2165,-1.2083,-1.1108,-1.216,1.8823,-0.5205,-0.2384,0.259,0.0019,0.2398,0.0014,-0.6085,17.6436,5.2093,0.0068,18.3933,0.0033,0.0031,3,2.57
S34,0,-121.5746,-7.6541,-3.0741,121.8314,20.2009,-0.0008,-122.5801,-7.7575,-3.0784,122.8253,20.2011,0,32.1015,0.203,0.0179,32.0412,0.0323,0.0012,-175.043,-7.7974,-3.0971,64.5052,20.1457,-0.0032,-64.1297,-6.9504,-3.0336,175.2166,20.2633,0.0006,110.9133,0.847,0.0634,110.7113,0.1176,0.0038,0.0749,1.7987,0.5981,-0.0742,0.0074,-0.4377,-1.1958,2.2741,-0.8066,-1.1958,-1.1922,-1.4668,-0.264,-0.0265,-0.0058,0.263,0.0016,-1.4559,41.155,0.0463,0.0194,41.0773,0.0419,0.0006,3,4.89
S34,2,-84.6848,-14.1624,-2.9756,85.861,20.0282,0.002,-84.7764,-14.2088,-2.9755,85.9589,20.0113,-0.0006,19.2517,3.1073,0.0016,19.5003,0.095,0.0059,-116.8839,-18.7473,-2.9826,51.979,19.9143,-0.0021,-51.2301,-8.7917,-2.9716,118.3774,20.4806,0.0188,65.6537,9.9556,0.0109,66.3983,0.5663,0.0209,0.0204,0.0559,-1.3591,-0.0214,2.518,1.6864,-1.2188,-1.2692,4.7839,-1.2204,7.4346,1.5012,-0.2273,-0.2194,-0.0005,0.2271,0.0047,2.921,24.8258,4.0999,0.0009,25.1619,0.0504,0.002,2,3.32
S37,1,121.1081,6.4489,0.065,121.3092,19.3078,0.0013,121.0615,6.7518,0.0557,121.2496,19.3178,0.0007,52.9202,0.6845,0.0282,52.857,0.0286,0.0015,29.9674,3.8414,0.0325,30.2126,19.1823,0.0001,212.7135,6.9209,0.1275,212.8261,19.334,0.01,182.7461,3.0795,0.095,182.6134,0.1517,0.0098,0.0031,-2.094,0.7379,0.0032,-2.5154,2.6434,-1.2024,3.547,-0.7164,-1.2017,6.3566,7.9961,0.437,0.1061,0.4337,0.4357,0.0015,1.1574,68.0044,0.1571,0.0267,67.904,0.0144,0.0004,3,7.21
S37,0,97.1176,6.9216,0.0904,97.4118,19.5326,0.0025,98.9402,7.3509,0.0758,99.2254,19.4633,0.0008,44.8816,0.9159,0.0444,44.7869,0.2263,0.0063,16.4063,3.7529,0.0425,16.8301,19.3531,-0.0041,171.1881,7.5454,0.2249,171.343,20.4363,0.0281,154.7818,3.7924,0.1824,154.5129,1.0832,0.0322,-0.0933,-1.8303,1.0777,-0.0933,2.3306,2.0164,-1.198,2.3475,0.3022,-1.1972,5.0976,4.3246,0.4621,0.1323,0.4913,0.4598,0.0116,2.5326,57.5637,0.2466,0.0375,57.4264,0.1164,0.0041,2,6.81
S37,3,57.8314,-15.5517,-0.2622,59.886,19.9079,-0.0028,57.98,-15.5334,-0.2618,60.0247,19.9381,-0.0033,16.9539,4.6565,0.0017,17.5814,0.0591,0.001,28.4072,-23.5956,-0.2661,29.3918,19.7577,-0.004,86.5622,-7.544,-0.2593,89.7205,19.9586,-0.0009,58.155,16.0516,0.0068,60.3287,0.2009,0.003,-0.0241,-0.006,-0.6573,-0.022,-1.1083,1.068,-1.2172,-1.2049,-0.4818,-1.2164,-0.1911,-0.6365,0.2932,-0.2994,-0.0064,0.2936,0.003,-0.3626,21.9902,6.0049,0.0015,22.7784,0.027,0.0004,1,2.96
S38,3,-39.9308,11.5013,2.8781,41.5724,16.1174,0,-40.0426,11.5162,2.8616,41.6657,16.1542,0,17.5097,6.0444,0.0435,18.4827,0.0693,0.0001,-69.5409,1.0339,2.837,9.6194,15.9525,-0.0005,-9.5637,21.8588,3.0339,72.8955,16.1847,0.0005,59.9773,20.8249,0.1969,63.2761,0.2322,0.001,0.0219,-0.009,1.5813,-0.0178,-0.9475,1.2047,-1.2204,-1.2063,1.9396,-1.2208,-0.5134,5.4159,-0.4385,0.5255,0.0151,0.4446,0.0043,9.148,22.702,7.7813,0.0263,23.963,0.0367,0,1,3.77
S38,0,-80.7212,-5.8435,-2.7935,80.9588,17.0619,0.0001,-82.5547,-6.952,-3.0614,82.8469,17.0919,-0.0006,44.2686,2.3951,1.2345,44.2853,0.1446,0.0015,-153.4185,-7.7746,-3.1411,2.9516,16.7292,-0.0026,-2.3821,1.7429,3.1364,153.6154,17.2402,0.0043,151.0364,9.5175,6.2775,150.6638,0.511,0.0068,0.0899,1.51,4.43,-0.0932,-0.7442,1.1808,-1.2159,1.2783,17.6546,-1.2137,-0.6264,0.4996,-0.5484,-0.4099,-0.4419,0.547,0.0085,25.9238,57.1381,1.0762,0.0322,57.0894,0.1507,0.0004,1,7.43
S39,1,-121.7857,-7.3244,-3.0721,122.039,16.494,0,-121.7688,-7.3714,-3.0805,121.9963,16.4824,0,43.2941,0.1649,0.0279,43.2008,0.0339,0.0005,-196.7547,-7.4541,-3.1045,47.4446,16.4198,-0.0012,-46.9787,-6.6327,-3.0013,196.89,16.5785,0.004,149.776,0.8214,0.1032,149.4454,0.1586,0.0052,-0.0015,2.2013,0.8315,0.0029,1.152,2.105,-1.1996,4.7952,-0.3903,-1.1998,0.7849,13.69,-0.3555,-0.0225,-0.0091,0.354,0.0021,-19.9296,55.5814,0.1062,0.0264,55.468,0.0153,0.0002,3,6.63
S39,3,-54.1039,17.1177,2.8359,56.7475,16.7252,0,-54.2937,17.1497,2.8356,56.9379,16.7391,0,11.6074,3.8657,0.0035,12.2327,0.0284,0.0006,-73.6606,10.388,2.8301,35.4092,16.6427,-0.0012,-33.8512,23.716,2.8438,77.3844,16.7545,0.001,39.8094,13.328,0.0137,41.9751,0.1119,0.0022,0.0405,-0.0219,0.3059,-0.0387,-1.5269,-0.427,-1.2169,-1.205,-0.7628,-1.2158,0.9811,-0.3913,-0.2145,0.2258,0.0012,0.2156,0.0017,-97.4937,15.026,4.9761,0.0038,15.827,0.0046,0.0006,1,2.43
